1606238979 1 0 0 0
1606246180 2 0 0 0
1606318264 3 0 0 0
1606318446 4 0 0 0
1606347910 5 0 0 0
1606349652 5 1 0 0
1606349969 5 2 0 0
1606490764 6 2 0 0
1606569738 6 2 0 1
1606657483 6 3 0 1
1606657565 6 4 0 1
1606657858 6 5 0 1
1606743817 6 6 0 1
1606753821 7 6 0 1
1606772810 7 6 1 1
1606773080 7 6 2 1
1607359130 8 6 2 1
1607450920 9 6 2 1
1607549636 10 6 2 1
1607552932 11 6 2 1
1607553516 12 6 2 1
1607557125 12 6 3 1
1607604040 12 7 3 1
1607604654 12 8 3 1
1607612195 12 9 3 1
1607612927 12 10 3 1
1607614207 13 10 3 1
1607614241 14 10 3 1
1607614956 14 11 3 1
1607620117 15 11 3 1
1607620177 16 11 3 1
1607621790 17 11 3 1
1608137281 18 11 3 1
1608167878 19 11 3 1
1608213183 20 11 3 1
1608215587 21 11 3 1
1608218906 22 11 3 1
1608220070 23 11 3 1
1608220284 24 11 3 1
1608220338 25 11 3 1
1608220669 26 11 3 1
1608223066 27 11 3 1
1608223153 28 11 3 1
1608225915 29 11 3 1
1608244998 29 11 4 1
1608249171 30 11 4 1
1608249532 31 11 4 1
1608392495 32 11 4 1
1608394527 33 11 4 1
1608401383 34 11 4 1
1608473983 34 12 4 1
1608474358 34 13 4 1
1608476343 35 13 4 1
1608480598 35 14 4 1
1608511581 36 14 4 1
1608511720 37 14 4 1
